PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1,0,0,-7.15255680461269E-07,-10.7211380004883,57.0000152587891,7,0,0,0
2,0,0,-7.15255680461269E-07,-9.72116756439209,57.0076789855957,7,0,0,0
3,0,0,-7.15255680461269E-07,-8.7211971282959,57.0153427124023,7,0,0,0
4,0,0,-7.15255680461269E-07,-7.72122669219971,57.0230026245117,7,0,0,0
5,0,0,-7.15255680461269E-07,-6.72125625610352,57.0306663513184,7,0,0,0
6,0,0,-7.15255737304688E-07,-5.72128582000732,57.0383262634277,7,0,0,0
7,0,0,-7.15255737304688E-07,-4.74837160110474,56.9186820983887,7,0,0,0
8,0,0,-7.15255737304688E-07,-3.83794713020325,56.5050048828125,7,0,0,0
9,0,0,-7.15255737304688E-07,-2.92752265930176,56.0913314819336,7,0,0,0
10,0,0,-7.15255737304688E-07,-2.01709818840027,55.6776542663574,7,0,0,0
11,0,0,-7.15255737304688E-07,-1.1066734790802,55.2639808654785,7,0,0,0
12,0,0,-7.15255737304688E-07,-0.19624924659729,54.8503036499023,7,0,0,0
13,0,0,-7.15255737304688E-07,0.44837474822998,54.1408653259277,7,0,0,0
14,0,0,-7.15255737304688E-07,0.95658278465271,53.2796325683594,7,0,0,0
15,0,0,-7.15255737304688E-07,1.46479058265686,52.418399810791,7,0,0,0
16,0,0,-7.15255737304688E-07,1.97299814224243,51.5571670532227,7,0,0,0
17,0,0,-7.15255737304688E-07,2.48120546340942,50.695930480957,7,0,0,0
18,0,0,-7.15255737304688E-07,2.98941349983215,49.8346977233887,7,0,0,0
19,0,0,-7.15255737304688E-07,3.12603116035461,48.8570785522461,7,0,0,0
20,0,0,-7.15255737304688E-07,3.19991374015808,47.8598098754883,7,0,0,0
21,0,0,-7.15255737304688E-07,3.27379631996155,46.8625411987305,7,0,0,0
22,0,0,-7.15255737304688E-07,3.34767889976501,45.8652725219727,7,0,0,0
23,0,0,-7.15255737304688E-07,3.42156147956848,44.8680038452148,7,0,0,0
24,0,0,-7.15255737304688E-07,3.49544405937195,43.870735168457,7,0,0,0
25,0,0,-7.15255737304688E-07,3.56932687759399,42.8734664916992,7,0,0,0
26,0,0,-7.15255737304688E-07,3.57146191596985,42.8446502685547,7,0,0,0
27,0,0,-7.30156898498535E-07,-3.23682427406311,42.7460250854492,7,0,0,0
28,0,0,-7.25226186659711E-07,-3.27108120918274,43.7454376220703,7,0,0,0
29,0,0,-7.20295417977468E-07,-3.30533814430237,44.7448501586914,7,0,0,0
30,0,0,-7.15364706138644E-07,-3.339595079422,45.7442626953125,7,0,0,0
31,0,0,-7.15255737304688E-07,-3.68960285186768,46.6797561645508,7,0,0,0
32,0,0,-7.15255737304688E-07,-4.04674673080444,47.6138038635254,7,0,0,0
33,0,0,-7.15255737304688E-07,-4.40389013290405,48.5478515625,7,0,0,0
34,0,0,-7.15255737304688E-07,-4.98656702041626,49.2639427185059,7,0,0,0
35,0,0,-7.15255737304688E-07,-5.90787220001221,49.6527824401855,7,0,0,0
36,0,0,-7.15255737304688E-07,-6.82917737960815,50.0416221618652,7,0,0,0
37,0,0,-7.15255737304688E-07,-7.76350212097168,50.3589286804199,7,0,0,0
38,0,0,-7.15255737304688E-07,-8.76272964477539,50.3196334838867,7,0,0,0
39,0,0,-7.15255737304688E-07,-9.7619571685791,50.2803421020508,7,0,0,0
40,0,0,-7.15255737304688E-07,-10.7611846923828,50.2410469055176,7,0,0,0
41,0,0,-7.15255737304688E-07,-10.7879877090454,50.2399940490723,7,0,0,0
42,0,0,-7.15255680461269E-07,10.7718353271484,50.2307548522949,7,0,0,0
43,0,0,-7.15255680461269E-07,9.77183628082275,50.2320442199707,7,0,0,0
44,0,0,-7.15255680461269E-07,8.77183723449707,50.2333335876465,7,0,0,0
45,0,0,-7.15255680461269E-07,7.77183818817139,50.2346229553223,7,0,0,0
46,0,0,-7.15255680461269E-07,6.7718391418457,50.2359161376953,7,0,0,0
47,0,0,-7.15255680461269E-07,5.77184009552002,50.2372055053711,7,0,0,0
48,0,0,-7.15255680461269E-07,4.77184104919434,50.2384986877441,7,0,0,0
49,0,0,-7.15255737304688E-07,3.77184200286865,50.2397880554199,7,0,0,0
50,0,0,-7.15255737304688E-07,2.77184200286865,50.2399978637695,7,0,0,0
51,0,0,-7.15255737304688E-07,1.77184200286865,50.2399978637695,7,0,0,0
52,0,0,-7.15255737304688E-07,0.771842002868652,50.2399978637695,7,0,0,0
53,0,0,-7.15255737304688E-07,-0.228157997131348,50.2399978637695,7,0,0,0
54,0,0,-7.15255737304688E-07,-1.22815799713135,50.2399978637695,7,0,0,0
55,0,0,-7.15255737304688E-07,-2.22815799713135,50.2399978637695,7,0,0,0
56,0,0,-7.15255737304688E-07,-3.22815799713135,50.2399978637695,7,0,0,0
57,0,0,-7.15255737304688E-07,-4.22815799713135,50.2399978637695,7,0,0,0
58,0,0,-7.15255737304688E-07,-5.22815799713135,50.2399978637695,7,0,0,0
59,0,0,-7.15255737304688E-07,-6.22815799713135,50.2399978637695,7,0,0,0
60,0,0,-7.15255737304688E-07,-7.22815799713135,50.2399978637695,7,0,0,0
61,0,0,-7.15255737304688E-07,-8.22815799713135,50.2399978637695,7,0,0,0
62,0,0,-7.15255737304688E-07,-9.22815799713135,50.2399978637695,7,0,0,0
63,0,0,-7.15255737304688E-07,-10.2281579971313,50.2399940490723,7,0,0,0
64,0,0,-7.15255737304688E-07,-10.7879867553711,50.2399940490723,7,0,0,0
65,0,0,-7.37607479095459E-07,-3.23682427406311,42.7460250854492,7,0,0,0
66,0,0,-7.3445687576168E-07,-3.25743508338928,43.7458114624023,7,0,0,0
67,0,0,-7.31306272427901E-07,-3.27804589271545,44.7455978393555,7,0,0,0
68,0,0,-7.28155612250703E-07,-3.29865670204163,45.7453842163086,7,0,0,0
69,0,0,-7.25005008916924E-07,-3.3192675113678,46.7451705932617,7,0,0,0
